Policy Name,Customer Age,Occupation,Income,Education,Marital Status,Tenure (Years),Premium (INR),Coverage (INR),Family Size,Gender,Region,Policy Type
Jeevan Rakshak,63,Farmer,198197,Graduate,Married,8,28764,300472,9,Other,South,Commercial
Jeevan Rakshak,49,Doctor,150315,Doctorate,Divorced,8,46609,112608,5,Female,North,Personal Accident
Jeevan Labh,28,Farmer,130837,Doctorate,Widowed,8,41278,334727,9,Female,North,Life
Jeevan Tarun,33,Teacher,101948,High School,Widowed,25,29237,288873,2,Female,West,Motor
Jeevan Umang,49,Engineer,159041,Graduate,Married,23,28863,228870,2,Female,Central,Travel
Jeevan Umang,38,Unemployed,77516,Diploma,Divorced,7,48566,345889,3,Female,North,Travel
Jeevan Arogya,55,Business,35512,Diploma,Divorced,22,31443,351388,5,Female,South,Personal Accident
Jeevan Anand,27,Doctor,96878,Doctorate,Married,22,41578,445767,2,Male,West,Travel
Jeevan Amar,60,Student,95126,Diploma,Married,13,27759,441285,7,Female,East,Agricultural
Jeevan Lakshya,21,Teacher,176856,Graduate,Widowed,21,39915,175280,9,Female,West,Health
Jeevan Umang,35,Engineer,89721,High School,Divorced,28,24200,273257,3,Other,North,Commercial
Jeevan Labh,33,Teacher,43176,Graduate,Single,23,40863,305284,3,Female,South,Home
Jeevan Arogya,45,Business,182966,Doctorate,Married,30,46333,468592,7,Female,Central,Life
Jeevan Rakshak,64,Teacher,157656,Graduate,Single,25,48267,217433,4,Female,South,Motor
Jeevan Shanti,49,Farmer,94661,Post Graduate,Single,11,41647,378711,1,Male,West,Commercial
Jeevan Arogya,52,Engineer,79029,Diploma,Widowed,29,9070,279268,4,Female,South,Home
Jeevan Lakshya,49,Farmer,77460,Doctorate,Married,21,35598,109224,1,Male,South,Travel
Jeevan Rakshak,63,Farmer,134246,Post Graduate,Married,18,43067,174888,7,Female,Central,Travel
Jeevan Labh,40,Farmer,162994,High School,Divorced,28,23349,309315,7,Male,Central,Travel
Jeevan Lakshya,32,Unemployed,100176,Diploma,Married,26,8010,298139,10,Male,North,Life
Jeevan Arogya,55,Doctor,169602,High School,Married,23,5287,226455,4,Other,South,Agricultural
Jeevan Shanti,50,Unemployed,155437,Doctorate,Widowed,10,31132,438355,10,Male,Central,Personal Accident
Jeevan Lakshya,55,Business,66212,High School,Divorced,12,38828,271261,4,Other,Central,Travel
Jeevan Rakshak,32,Teacher,85030,Doctorate,Single,6,44723,370091,9,Female,East,Health
Jeevan Umang,60,Business,191164,Graduate,Married,9,8728,378993,3,Female,South,Personal Accident
Jeevan Amar,46,Business,78035,Post Graduate,Widowed,10,27850,332440,4,Male,Central,Commercial
Jeevan Rakshak,63,Farmer,167846,High School,Single,27,32481,224840,10,Female,East,Home
Jeevan Nidhi,48,Business,194102,Graduate,Single,28,36976,392102,1,Female,Central,Agricultural
Jeevan Labh,36,Retired,125903,Doctorate,Widowed,26,17437,199743,5,Other,Central,Agricultural
Jeevan Amar,56,Engineer,199077,Post Graduate,Divorced,4,40566,197649,2,Male,Central,Health
Jeevan Rakshak,51,Farmer,96617,Diploma,Married,11,22610,332003,7,Male,North,Life
Jeevan Shanti,53,Unemployed,110921,Diploma,Single,26,24244,227766,8,Other,North,Travel
Jeevan Labh,61,Student,117919,Diploma,Single,26,29109,450992,5,Male,South,Motor
Jeevan Labh,47,Retired,99006,High School,Widowed,28,31882,145013,8,Female,North,Health
Jeevan Nidhi,35,Farmer,187479,Post Graduate,Widowed,30,36428,358603,5,Male,East,Travel
Jeevan Arogya,33,Engineer,137648,High School,Single,29,20869,412202,2,Other,West,Life
Jeevan Arogya,51,Engineer,140751,Graduate,Married,28,16117,203621,3,Female,East,Motor
Jeevan Labh,22,Engineer,155250,Post Graduate,Divorced,15,29649,348689,1,Female,South,Health
Jeevan Nidhi,33,Farmer,171853,High School,Married,28,9425,496496,8,Male,North,Personal Accident
Jeevan Arogya,26,Student,63170,High School,Married,29,20322,246788,1,Female,West,Life
Jeevan Lakshya,29,Doctor,197459,High School,Married,2,43358,272861,7,Male,West,Life
Jeevan Shanti,19,Student,78662,Graduate,Married,15,28090,299006,6,Female,North,Home
Jeevan Lakshya,39,Unemployed,160839,Diploma,Single,25,42690,180640,7,Other,North,Commercial
Jeevan Umang,28,Farmer,82914,High School,Widowed,6,26554,322667,8,Other,West,Motor
Jeevan Labh,57,Engineer,143922,Post Graduate,Widowed,1,10297,321086,5,Other,West,Commercial
Jeevan Labh,64,Student,123490,Post Graduate,Widowed,5,34211,447188,1,Other,West,Agricultural
Jeevan Umang,34,Retired,187737,Graduate,Married,22,31409,267366,9,Female,North,Personal Accident
Jeevan Umang,58,Business,43442,Diploma,Divorced,27,7785,292606,5,Other,North,Agricultural
Jeevan Labh,31,Student,140669,Graduate,Single,27,45248,436702,4,Other,North,Health
Jeevan Anand,52,Farmer,118613,Doctorate,Single,8,42626,165195,7,Other,North,Motor
Jeevan Amar,50,Unemployed,81384,High School,Divorced,10,18179,314926,10,Male,East,Motor
Jeevan Amar,43,Teacher,41551,Graduate,Married,11,32614,277294,9,Male,North,Health
Jeevan Umang,25,Student,37369,High School,Married,19,5726,321836,5,Female,North,Motor
Jeevan Tarun,53,Farmer,158481,Post Graduate,Divorced,2,13519,359516,4,Female,East,Travel
Jeevan Lakshya,57,Business,46676,High School,Divorced,7,36002,107005,10,Male,South,Personal Accident
Jeevan Nidhi,61,Business,73844,Diploma,Single,4,19790,231234,1,Male,Central,Motor
Jeevan Arogya,23,Engineer,80087,High School,Widowed,5,35088,235249,4,Other,South,Motor
Jeevan Shanti,54,Engineer,91383,Diploma,Divorced,7,44014,423035,5,Other,North,Life
Jeevan Umang,43,Farmer,123790,High School,Divorced,6,22712,207954,7,Female,West,Personal Accident
Jeevan Umang,58,Business,50240,Doctorate,Single,2,6602,290548,1,Other,South,Commercial
Jeevan Rakshak,23,Business,74653,Diploma,Divorced,2,31833,282483,10,Female,North,Commercial
Jeevan Shanti,26,Retired,61012,Graduate,Divorced,24,5426,454405,1,Other,East,Travel
Jeevan Arogya,40,Unemployed,82191,High School,Widowed,5,41973,121508,2,Other,North,Life
Jeevan Shanti,38,Business,97491,Doctorate,Single,21,38131,276247,4,Other,East,Health
Jeevan Labh,56,Unemployed,167193,Diploma,Widowed,29,42045,354061,5,Male,Central,Health
Jeevan Amar,49,Engineer,39407,High School,Married,19,16075,474720,3,Female,South,Home
Jeevan Tarun,60,Business,160609,Post Graduate,Single,30,13586,176331,9,Male,North,Motor
Jeevan Arogya,35,Unemployed,83934,Doctorate,Single,13,27515,313680,8,Female,North,Life
Jeevan Labh,20,Unemployed,175212,Post Graduate,Married,10,42399,229264,6,Female,South,Life
Jeevan Rakshak,51,Doctor,106157,High School,Single,23,47652,378285,10,Other,Central,Travel
Jeevan Labh,45,Unemployed,143356,High School,Single,5,23273,488433,10,Male,North,Life
Jeevan Anand,28,Business,52692,Diploma,Widowed,30,44759,168728,6,Male,North,Motor
Jeevan Lakshya,47,Business,80198,Graduate,Divorced,5,48481,290592,7,Female,Central,Travel
Jeevan Labh,52,Teacher,154324,High School,Widowed,13,34509,120441,7,Other,North,Travel
Jeevan Amar,43,Business,135935,High School,Single,26,13174,435579,1,Female,North,Motor
Jeevan Lakshya,57,Unemployed,30347,Doctorate,Single,13,33007,204414,5,Male,Central,Life
Jeevan Amar,31,Teacher,58742,Doctorate,Divorced,13,27456,188210,5,Female,North,Home
Jeevan Lakshya,25,Business,131343,Post Graduate,Widowed,24,26832,279077,8,Other,North,Travel
Jeevan Labh,58,Unemployed,165991,Diploma,Widowed,2,48126,413202,9,Male,South,Commercial
Jeevan Shanti,18,Farmer,177904,Post Graduate,Divorced,29,19054,322110,9,Male,East,Life
Jeevan Nidhi,20,Retired,33514,Diploma,Married,14,48369,176973,8,Other,East,Personal Accident
Jeevan Labh,34,Unemployed,175212,Graduate,Single,12,5227,459043,9,Male,North,Personal Accident
Jeevan Umang,58,Unemployed,135241,Doctorate,Single,27,11013,417683,3,Male,West,Life
Jeevan Anand,41,Unemployed,190806,Diploma,Widowed,14,38893,441854,10,Male,North,Travel
Jeevan Nidhi,48,Teacher,197221,Post Graduate,Single,4,27444,442927,7,Other,South,Travel
Jeevan Arogya,18,Engineer,186765,Post Graduate,Married,8,6631,243548,4,Other,North,Motor
Jeevan Tarun,33,Retired,139425,Diploma,Single,2,39090,107508,4,Female,Central,Personal Accident
Jeevan Labh,64,Teacher,171144,High School,Divorced,26,17798,369704,8,Other,South,Health
Jeevan Lakshya,51,Doctor,131459,Graduate,Married,20,24098,317475,1,Female,North,Personal Accident
Jeevan Arogya,41,Business,177190,High School,Single,5,13363,424380,6,Female,Central,Travel
Jeevan Lakshya,32,Farmer,78234,Diploma,Married,21,25117,275451,8,Other,North,Motor
Jeevan Rakshak,58,Doctor,65621,High School,Widowed,4,47755,366879,9,Other,Central,Life
Jeevan Lakshya,40,Retired,64899,Post Graduate,Widowed,15,32323,171809,7,Other,East,Agricultural
Jeevan Rakshak,36,Business,125500,Graduate,Widowed,1,45885,443538,2,Male,West,Life
Jeevan Amar,33,Retired,68752,Diploma,Single,5,27414,442513,10,Female,Central,Personal Accident
Jeevan Nidhi,40,Farmer,192640,Doctorate,Married,17,46420,200944,7,Male,East,Home
Jeevan Umang,27,Teacher,130366,Diploma,Divorced,17,25783,325431,3,Male,East,Life
Jeevan Nidhi,29,Engineer,159274,High School,Married,29,38064,155040,5,Other,South,Travel
Jeevan Rakshak,20,Engineer,83850,High School,Married,26,7554,422329,2,Female,Central,Life
Jeevan Rakshak,31,Retired,86316,Doctorate,Single,1,28464,148262,7,Male,North,Life
Jeevan Rakshak,57,Business,82072,Graduate,Single,11,44609,185656,1,Female,North,Agricultural
Jeevan Arogya,61,Unemployed,193431,Doctorate,Single,10,30542,396873,3,Male,Central,Personal Accident
Jeevan Umang,18,Business,154888,High School,Widowed,25,14560,433434,9,Male,North,Home
Jeevan Nidhi,23,Student,189338,Diploma,Divorced,23,32368,109263,8,Other,Central,Home
Jeevan Arogya,26,Student,172406,Graduate,Divorced,24,40715,398213,5,Male,West,Health
Jeevan Umang,26,Unemployed,73767,Diploma,Married,27,22581,374886,5,Other,East,Travel
Jeevan Umang,54,Student,68688,Diploma,Single,8,32359,276269,4,Male,East,Agricultural
Jeevan Arogya,54,Retired,116301,High School,Married,5,33299,293537,10,Other,South,Motor
Jeevan Lakshya,34,Teacher,126747,Graduate,Widowed,11,41479,200727,10,Female,South,Life
Jeevan Labh,36,Farmer,168478,Graduate,Married,30,10842,106999,6,Other,South,Agricultural
Jeevan Tarun,27,Doctor,163082,Doctorate,Widowed,19,13599,305521,3,Female,South,Home
Jeevan Lakshya,37,Business,112469,Graduate,Widowed,21,28051,245553,7,Other,West,Travel
Jeevan Amar,30,Student,104704,Diploma,Married,19,49189,404267,9,Male,East,Agricultural
Jeevan Labh,39,Farmer,178715,Doctorate,Married,8,45059,176518,6,Other,East,Home
Jeevan Lakshya,60,Unemployed,67435,Diploma,Single,1,22663,143990,1,Other,South,Travel
Jeevan Tarun,54,Student,115127,Graduate,Single,11,9481,460023,2,Other,West,Health
Jeevan Anand,34,Doctor,34168,Post Graduate,Widowed,3,28886,450732,4,Other,East,Life
Jeevan Nidhi,26,Farmer,44923,High School,Widowed,14,31158,111235,9,Male,West,Travel
Jeevan Umang,58,Engineer,106390,Diploma,Married,13,32078,132370,6,Female,West,Commercial
Jeevan Tarun,49,Retired,138838,Graduate,Divorced,5,23637,280709,7,Female,West,Travel
Jeevan Amar,54,Unemployed,68006,Graduate,Widowed,21,19878,317039,4,Male,North,Commercial
Jeevan Labh,48,Farmer,65436,Post Graduate,Divorced,11,12182,380832,6,Male,West,Life
Jeevan Lakshya,43,Retired,154607,Diploma,Single,26,20184,296789,8,Male,East,Travel
Jeevan Rakshak,42,Business,187288,Graduate,Widowed,27,29800,163225,5,Female,South,Travel
Jeevan Umang,36,Business,39284,High School,Married,12,38091,162550,8,Female,Central,Commercial
Jeevan Lakshya,57,Doctor,108256,High School,Married,4,35444,384056,5,Female,South,Home
Jeevan Anand,61,Doctor,45885,Graduate,Married,20,44710,305966,10,Other,South,Commercial
Jeevan Tarun,40,Doctor,129842,Post Graduate,Single,29,12678,169402,1,Male,South,Life
Jeevan Tarun,55,Engineer,73282,Doctorate,Widowed,16,12466,447250,7,Other,Central,Travel
Jeevan Rakshak,19,Doctor,87055,Diploma,Single,30,25338,431936,4,Other,North,Motor
Jeevan Lakshya,37,Farmer,155767,Doctorate,Married,23,9267,156903,9,Other,West,Life
Jeevan Arogya,64,Farmer,95790,Post Graduate,Widowed,12,45402,376613,10,Female,Central,Home
Jeevan Shanti,57,Business,91467,Diploma,Married,12,43577,430675,10,Male,North,Motor
Jeevan Tarun,49,Engineer,156506,Post Graduate,Single,23,37134,321405,8,Other,Central,Personal Accident
Jeevan Tarun,52,Teacher,109338,Graduate,Divorced,26,17187,321706,6,Male,Central,Personal Accident
Jeevan Anand,51,Unemployed,186162,Post Graduate,Widowed,23,5353,140268,7,Female,Central,Travel
Jeevan Umang,28,Retired,90640,Post Graduate,Single,6,15334,484229,8,Female,West,Life
Jeevan Amar,52,Engineer,97341,Post Graduate,Divorced,29,23126,450902,6,Other,West,Motor
Jeevan Umang,53,Farmer,164441,Post Graduate,Single,19,12297,370558,9,Male,North,Travel
Jeevan Rakshak,36,Business,159950,Post Graduate,Single,16,45524,276544,3,Male,North,Personal Accident
Jeevan Labh,45,Engineer,103047,Graduate,Married,10,41209,376355,2,Female,Central,Agricultural
Jeevan Arogya,60,Retired,77093,High School,Divorced,20,21947,343468,9,Other,East,Travel
Jeevan Rakshak,50,Farmer,86589,Post Graduate,Divorced,3,40630,244686,8,Female,West,Life
Jeevan Amar,63,Engineer,70734,Graduate,Divorced,17,49624,470556,5,Other,East,Personal Accident
Jeevan Labh,23,Doctor,74637,Post Graduate,Single,20,22910,347197,8,Male,North,Agricultural
Jeevan Umang,24,Business,156669,High School,Widowed,29,35912,313285,3,Other,Central,Travel
Jeevan Amar,24,Retired,65652,Post Graduate,Divorced,28,34202,196335,7,Other,Central,Motor
Jeevan Umang,61,Teacher,148451,Doctorate,Widowed,25,7159,189723,1,Male,Central,Travel
Jeevan Shanti,47,Engineer,162791,Doctorate,Divorced,15,26974,368895,6,Male,East,Commercial
Jeevan Lakshya,64,Student,137615,Doctorate,Divorced,25,25356,232353,5,Other,West,Commercial
Jeevan Rakshak,63,Student,114002,Post Graduate,Widowed,26,29603,222686,5,Female,North,Travel
Jeevan Tarun,58,Retired,150961,Post Graduate,Single,6,48794,475217,8,Male,East,Life
Jeevan Amar,33,Doctor,62895,Doctorate,Married,30,18769,373812,9,Other,South,Health
Jeevan Rakshak,40,Engineer,181472,Diploma,Widowed,16,31278,432423,9,Other,South,Motor
Jeevan Nidhi,60,Teacher,147897,Graduate,Single,12,47906,387306,6,Male,Central,Life
Jeevan Umang,37,Engineer,111021,High School,Married,2,13352,457811,2,Other,South,Personal Accident
Jeevan Shanti,31,Unemployed,85893,Graduate,Married,25,26611,163369,3,Female,North,Health
Jeevan Labh,23,Unemployed,86037,Doctorate,Divorced,1,12733,313887,10,Female,West,Travel
Jeevan Umang,37,Retired,158972,Diploma,Widowed,21,22589,260462,10,Male,West,Travel
Jeevan Shanti,34,Unemployed,95192,Graduate,Widowed,18,9461,481401,8,Female,East,Commercial
Jeevan Anand,55,Unemployed,186799,Doctorate,Married,19,9341,299950,8,Male,West,Personal Accident
Jeevan Amar,41,Engineer,92983,Doctorate,Single,29,17585,426182,10,Male,Central,Commercial
Jeevan Shanti,18,Student,89536,Post Graduate,Married,16,24180,247682,8,Male,Central,Travel
Jeevan Amar,18,Student,109955,Post Graduate,Widowed,29,17780,493385,1,Female,Central,Life
Jeevan Tarun,41,Unemployed,108736,Doctorate,Divorced,12,11449,318189,4,Other,West,Health
Jeevan Rakshak,32,Farmer,185599,Graduate,Divorced,14,38749,361135,3,Other,West,Commercial
Jeevan Nidhi,46,Retired,139384,Doctorate,Single,24,11898,389669,9,Female,West,Home
Jeevan Rakshak,62,Business,197500,Post Graduate,Single,6,26883,257462,2,Male,East,Travel
Jeevan Labh,51,Student,80100,Doctorate,Widowed,22,47274,180458,8,Male,Central,Travel
Jeevan Rakshak,48,Teacher,127668,High School,Single,16,25195,236534,8,Female,South,Home
Jeevan Labh,18,Business,164462,Doctorate,Single,10,49841,179447,1,Male,North,Health
Jeevan Labh,22,Farmer,71977,High School,Married,19,11838,173470,9,Male,West,Commercial
Jeevan Tarun,58,Student,148245,Doctorate,Divorced,4,9951,276080,2,Other,North,Motor
Jeevan Tarun,35,Retired,47563,Post Graduate,Widowed,22,38288,157295,9,Female,South,Travel
Jeevan Amar,49,Student,92321,High School,Widowed,4,37429,260360,9,Male,West,Commercial
Jeevan Tarun,40,Retired,164178,Diploma,Widowed,2,37287,164913,4,Male,South,Life
Jeevan Lakshya,63,Doctor,83852,Diploma,Single,4,31286,128454,5,Female,South,Home
Jeevan Labh,48,Teacher,123472,Diploma,Widowed,27,36134,320149,8,Other,West,Commercial
Jeevan Shanti,63,Doctor,175484,Doctorate,Single,4,11126,239711,10,Male,West,Personal Accident
Jeevan Lakshya,26,Business,178559,Post Graduate,Divorced,30,5721,284263,2,Female,North,Commercial
Jeevan Anand,25,Teacher,185173,Diploma,Widowed,6,46863,121240,9,Other,East,Commercial
Jeevan Umang,41,Business,160534,High School,Widowed,30,14805,287938,6,Female,Central,Agricultural
Jeevan Lakshya,30,Unemployed,139403,Diploma,Single,10,21374,260021,4,Female,South,Home
Jeevan Rakshak,22,Engineer,49087,Graduate,Single,27,32404,157847,6,Other,East,Life
Jeevan Anand,31,Farmer,138130,Doctorate,Married,9,11098,200234,1,Female,North,Health
Jeevan Shanti,33,Teacher,118062,Diploma,Single,15,41333,264544,8,Other,West,Life
Jeevan Arogya,20,Teacher,131589,Diploma,Widowed,6,26433,283163,3,Male,East,Health
Jeevan Shanti,21,Engineer,169782,Post Graduate,Divorced,1,24647,303055,1,Other,West,Life
Jeevan Lakshya,52,Unemployed,49505,Graduate,Widowed,11,31991,159601,6,Male,South,Agricultural
Jeevan Amar,63,Engineer,109830,High School,Divorced,18,31414,486764,7,Male,East,Personal Accident
Jeevan Umang,30,Farmer,75407,Diploma,Married,15,43617,341808,3,Female,North,Health
Jeevan Arogya,48,Teacher,34865,Doctorate,Widowed,24,42182,173786,6,Female,Central,Home
Jeevan Tarun,45,Teacher,51184,Doctorate,Divorced,4,26700,303922,4,Male,East,Personal Accident
Jeevan Tarun,64,Doctor,70044,High School,Married,23,32693,224511,2,Other,Central,Personal Accident
Jeevan Amar,19,Student,104843,Post Graduate,Widowed,10,18368,320967,6,Male,North,Life
Jeevan Tarun,44,Teacher,189274,Post Graduate,Married,21,49593,268221,1,Male,West,Life
Jeevan Lakshya,59,Unemployed,118568,Post Graduate,Divorced,20,36490,434821,1,Male,East,Motor
Jeevan Shanti,20,Unemployed,197968,High School,Married,17,49323,290620,8,Male,East,Health
Jeevan Nidhi,62,Student,128152,Doctorate,Married,27,18202,491603,6,Male,Central,Motor
Jeevan Rakshak,50,Student,54155,Doctorate,Widowed,9,24826,180110,4,Other,Central,Life
Jeevan Amar,49,Doctor,182725,High School,Single,26,22636,319737,7,Other,Central,Commercial
Jeevan Umang,54,Farmer,99084,Diploma,Single,28,47588,296181,9,Male,South,Life
Jeevan Lakshya,56,Teacher,94588,High School,Widowed,2,9196,323096,8,Other,East,Health
Jeevan Labh,18,Farmer,42531,Post Graduate,Single,16,15786,164554,2,Female,North,Agricultural
Jeevan Anand,24,Teacher,37579,Graduate,Single,13,33535,289638,9,Other,West,Home
Jeevan Tarun,30,Engineer,35499,Graduate,Widowed,30,17908,496888,6,Other,East,Home
Jeevan Rakshak,56,Engineer,48821,High School,Single,8,32895,404294,1,Other,South,Home
Jeevan Anand,50,Student,52229,Diploma,Widowed,17,6196,356565,5,Female,North,Commercial
Jeevan Labh,19,Doctor,166911,High School,Married,12,9097,104596,4,Female,South,Commercial
Jeevan Tarun,64,Teacher,40728,Diploma,Married,29,32287,176983,4,Other,Central,Agricultural
Jeevan Anand,65,Retired,31351,Diploma,Single,20,46511,278025,9,Female,Central,Travel
Jeevan Lakshya,53,Business,126069,Post Graduate,Divorced,22,32700,372143,9,Male,Central,Personal Accident
Jeevan Umang,39,Unemployed,94035,Diploma,Single,3,49993,303979,5,Male,Central,Travel
Jeevan Rakshak,55,Engineer,166316,Graduate,Widowed,23,36748,444901,5,Female,East,Travel
Jeevan Anand,19,Business,32973,Post Graduate,Widowed,10,33924,188236,3,Male,West,Travel
Jeevan Rakshak,30,Engineer,50400,Doctorate,Single,14,22152,222128,3,Other,West,Agricultural
Jeevan Shanti,43,Student,180923,Doctorate,Single,3,12593,489920,2,Male,East,Agricultural
Jeevan Shanti,49,Unemployed,199360,Doctorate,Single,28,13223,212758,8,Female,North,Commercial
Jeevan Lakshya,56,Engineer,138514,Diploma,Divorced,26,15994,233588,7,Male,West,Commercial
Jeevan Rakshak,23,Doctor,156312,Graduate,Divorced,22,8249,398944,7,Male,Central,Commercial
Jeevan Arogya,22,Farmer,169941,Graduate,Married,12,48239,233513,8,Female,South,Personal Accident
Jeevan Shanti,59,Doctor,53010,Diploma,Married,11,9417,183679,2,Female,East,Agricultural
